objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,u-g,g-r,,,my 20 (19),,,,
1237671939804562278,6162,301,3,133,870,3,257.9485412,64.08888126,24.4069,22.73849,22.65762,22.21255,22.65214,1.039737,0.1434902,0.1805622,0.180929,0.634321,1.66841,0.08087,,,,,,,
1237671939804562294,6162,301,3,133,886,3,257.9585263,64.09324148,24.73417,22.16908,21.42778,21.08842,20.9324,1.418692,0.1126402,0.08411518,0.09304421,0.3076351,2.56509,0.7413,,,,,,,
1237671939804562312,6162,301,3,133,904,3,257.9668508,64.09863166,27.10412,21.10674,20.30416,19.83478,19.6909,0.3877359,0.06051631,0.0434701,0.04229266,0.1571142,5.99738,0.80258,,,,,,,
1237671939804562317,6162,301,3,133,909,3,257.9714716,64.09698532,26.28882,21.45283,20.58509,20.22268,19.84017,1.072384,0.1064661,0.07213547,0.07826202,0.2205974,4.83599,0.86774,,,,,,,
1237671939804562301,6162,301,3,133,893,3,257.9588839,64.10107177,22.59185,22.23547,22.0713,21.34604,20.6484,0.4929282,0.1327576,0.1630623,0.1266689,0.2671101,0.35638,0.16417,,,,,,,
1237671939804562274,6162,301,3,133,866,3,257.9427053,64.09830749,22.14132,21.37783,20.70844,20.3822,20.19786,0.3524351,0.0668153,0.0542972,0.06007729,0.1996498,0.76349,0.66939,,,,,,,
1237671939804562287,6162,301,3,133,879,3,257.9536622,64.09452598,22.12202,21.28701,21.30349,20.86076,20.73955,0.2144344,0.04127049,0.05324221,0.05170799,0.1742563,0.83501,-0.01648,,,,,,,
1237671939804562807,6162,301,3,133,1399,3,258.0327431,64.10549899,25.25136,23.20584,22.45642,22.22691,21.81444,1.028484,0.2356337,0.1730511,0.2033971,0.4977453,2.04552,0.74942,,,,,,,
1237671768542544812,6122,301,4,130,940,3,257.9925288,64.11279833,23.5095,22.90421,22.62638,21.77755,21.60336,0.6850943,0.1599407,0.1661905,0.1212017,0.4771911,0.60529,0.27783,,,,,,,
1237671768542545330,6122,301,4,130,1458,3,257.9942553,64.11024532,23.75561,23.29268,22.41052,22.67031,21.85661,0.7938802,0.2222056,0.1386354,0.2615869,0.5724847,0.46293,0.88216,,,,,,,
1237671768542544789,6122,301,4,130,917,3,257.9758257,64.11452525,22.53642,20.58336,19.73491,19.41858,19.02007,0.4786241,0.03350095,0.02360011,0.02635647,0.08275458,1.95306,0.84845,,,,,,,
1237671768542544803,6122,301,4,130,931,3,257.9884476,64.10925813,23.95709,22.5587,21.31461,22.83447,21.92596,2.870588,0.3480073,0.1763699,1.044303,2.019726,1.39839,1.24409,,,,,,,
1237671768542545321,6122,301,4,130,1449,3,257.9799918,64.1096142,23.21838,23.468,22.37889,22.33465,21.78297,0.6986186,0.3227036,0.173965,0.256887,0.7091854,-0.24962,1.08911,,,,,,,
1237671939804627287,6162,301,3,134,343,3,258.2886422,64.0987527,21.56806,19.40719,18.59274,18.17607,17.93467,0.2285602,0.01482901,0.01088381,0.01083465,0.03042166,2.16087,0.81445,,,,,,,
1237671939804627830,6162,301,3,134,886,3,258.2721131,64.10115237,24.15678,22.77895,23.23106,23.33064,22.30203,1.195638,0.1777226,0.3718841,0.5535419,0.743129,1.37783,-0.45211,,,,,,,
1237671939804627870,6162,301,3,134,926,3,258.3097799,64.10388647,22.4662,22.26836,21.62152,21.53031,20.75828,0.3890985,0.121859,0.1006087,0.1345402,0.2692475,0.19784,0.64684,,,,,,,
1237671939804627831,6162,301,3,134,887,3,258.270759,64.10604606,23.46832,22.0641,21.03527,20.43249,20.21648,0.717791,0.08761622,0.05071487,0.04296017,0.1384459,1.40422,1.02883,,,,,,,
1237671939804627288,6162,301,3,134,344,3,258.2879986,64.10069728,24.07253,22.40333,21.80327,21.37684,21.91537,1.060496,0.1185587,0.09935112,0.09712294,0.5455285,1.6692,0.60006,,,,,,,
1237671768542609854,6122,301,4,131,446,3,258.2728688,64.12862472,22.76933,21.17543,20.34156,20.08723,19.95764,0.6551163,0.05751323,0.04078818,0.04877666,0.2017161,1.5939,0.83387,,,,,,,
1237671939804627265,6162,301,3,134,321,3,258.2657224,64.117118,18.47112,16.47559,15.53158,15.08851,14.74372,0.02857237,0.003546358,0.002782618,0.002732409,0.00483278,1.99553,0.94401,,,,,,,
1237671939804627855,6162,301,3,134,911,3,258.2870757,64.12441038,22.54852,22.23929,21.50111,21.92018,21.71673,0.6745858,0.2219833,0.1453921,0.3053729,0.9425114,0.30923,0.73818,,,,,,,
1237671768542609853,6122,301,4,131,445,3,258.2767186,64.12828935,22.26865,19.70593,18.94934,18.57286,18.35546,0.490307,0.02022611,0.01578591,0.01644904,0.05784192,2.56272,0.75659,,,,,,,
1237671768542609855,6122,301,4,131,447,3,258.2782931,64.12705146,22.10862,21.51037,20.41893,20.12752,20.09514,0.3950718,0.08173387,0.05138518,0.0624362,0.2539439,0.59825,1.09144,,,,,,,
1237671768542610111,6122,301,4,131,703,3,258.2709689,64.12513494,26.33569,22.91127,23.79422,24.0021,21.46825,0.5007293,0.1790725,0.4897662,0.6935301,0.506142,3.42442,-0.88295,,,,,,,
1237671939804628310,6162,301,3,134,1366,3,258.3057768,64.12065227,22.65882,23.05908,22.12544,21.94677,21.50288,0.4802603,0.252824,0.1590192,0.1961627,0.5050805,-0.40026,0.93364,,,,,,,
1237671939804628300,6162,301,3,134,1356,3,258.2804348,64.1112904,25.74559,23.23696,21.90684,20.98731,20.51822,0.7350244,0.2394852,0.1059076,0.06830494,0.1792293,2.50863,1.33012,,,,,,,
1237671939804628298,6162,301,3,134,1354,3,258.2775255,64.11312527,23.15907,23.04679,22.19171,21.68981,21.30177,0.567283,0.1988955,0.1333527,0.1226422,0.3357256,0.11228,0.85508,,,,,,,
1237671939804627869,6162,301,3,134,925,3,258.3045594,64.1119785,24.14595,22.14463,21.41414,21.15124,21.1418,1.497374,0.1277521,0.09815928,0.1160222,0.4401897,2.00132,0.73049,,,,,,,
1237671768542609423,6122,301,4,131,15,3,258.2562095,64.14266757,23.63305,16.33992,16.05074,15.47179,22.21859,7.151516,0.01417288,0.007516485,0.009021531,7.178302,7.29313,0.28918,,,,,,,
1237671768542609434,6122,301,4,131,26,3,258.248531,64.14786272,23.35156,25.51698,25.26715,22.48985,22.09939,0.9400315,0.8099035,0.8834763,0.3463672,1.061562,-2.16542,0.24983,,,,,,,
1237671768542610734,6122,301,4,131,1326,3,258.2699888,64.13433645,22.93449,23.55745,21.92948,21.69534,23.14288,0.5750616,0.3410748,0.1221586,0.1586675,1.020105,-0.62296,1.62797,,,,,,,
1237671939804627824,6162,301,3,134,880,3,258.2672125,64.09614795,25.12544,22.57054,21.50068,21.18757,21.19555,1.218711,0.1520476,0.08684817,0.09694907,0.3673881,2.5549,1.06986,,,,,,,
1237671939804627788,6162,301,3,134,844,3,258.2430332,64.1092104,23.43826,21.1415,20.39648,20.10665,19.93155,0.825844,0.04642546,0.03439741,0.03779053,0.126712,2.29676,0.74502,,,,,,,
1237671939804627805,6162,301,3,134,861,3,258.2488847,64.11191038,23.36567,22.34876,21.59457,21.45646,21.52243,0.9539917,0.1553435,0.1125731,0.1445611,0.5837938,1.01691,0.75419,,,,,,,
1237671939804562653,6162,301,3,133,1245,3,258.2237285,64.108113,25.12978,21.87997,21.08064,20.98132,20.55305,1.48917,0.1009833,0.07401671,0.1026296,0.2671868,3.24981,0.79933,,,,,,,
1237671939804627793,6162,301,3,134,849,3,258.2481754,64.1021394,22.60557,22.06233,21.42218,20.96164,20.55205,0.4360807,0.1016346,0.08506703,0.0799613,0.2216935,0.54324,0.64015,,,,,,,
1237671768542610080,6122,301,4,131,672,3,258.2417804,64.12932615,24.56373,21.67144,21.0058,20.7633,20.84996,2.217263,0.1040797,0.08636526,0.1193974,0.5451982,2.89229,0.66564,,,,,,,
1237671768542610087,6122,301,4,131,679,3,258.2481308,64.12924737,25.74665,21.80467,20.89981,20.57541,20.49994,0.9716435,0.08242537,0.0557568,0.0625416,0.2745045,3.94198,0.90486,,,,,,,
1237671768542610073,6122,301,4,131,665,3,258.2414336,64.12248614,23.52115,22.16948,21.60001,21.52584,20.95742,0.7060977,0.0846274,0.07015471,0.09521299,0.2803187,1.35167,0.56947,,,,,,,
1237671768542610058,6122,301,4,131,650,3,258.2366239,64.12302688,23.23242,23.04112,22.46926,22.50588,21.75789,0.6775307,0.2065661,0.1796493,0.2790784,0.6448455,0.1913,0.57186,,,,,,,
1237671768542610062,6122,301,4,131,654,3,258.2348664,64.12754262,23.36918,23.1946,23.0606,22.14398,21.34606,0.5930612,0.1869089,0.2131799,0.1488976,0.3537793,0.17458,0.134,,,,,,,
1237671768542545147,6122,301,4,130,1275,3,258.1709032,64.12261931,23.01381,24.16994,22.92939,22.04242,22.06364,0.4733939,0.4113449,0.2023657,0.143438,0.617215,-1.15613,1.24055,,,,,,,
1237671768542545176,6122,301,4,130,1304,3,258.1933449,64.12584613,26.06523,21.59278,20.08327,19.43138,18.91173,0.871885,0.08073265,0.03249119,0.02756054,0.07969946,4.47245,1.50951,,,,,,,
1237671939804562990,6162,301,3,133,1582,3,258.2076554,64.1182027,23.74966,24.55291,23.97051,21.9989,21.2458,0.8029721,0.5407062,0.4991756,0.1471605,0.2920856,-0.80325,0.5824,,,,,,,
1237671768542545202,6122,301,4,130,1330,3,258.2052931,64.12263831,22.64858,21.02371,20.19143,20.04383,19.61548,0.8529366,0.07185581,0.05471078,0.07032618,0.223669,1.62487,0.83228,,,,,,,
1237671939804562636,6162,301,3,133,1228,3,258.2168504,64.10919506,22.05563,21.19062,20.47575,20.12852,19.95206,0.2662365,0.04848972,0.03730271,0.03951385,0.1319457,0.86501,0.71487,,,,,,,
1237671939804562641,6162,301,3,133,1233,3,258.2178458,64.11276788,23.16858,20.51666,19.7723,19.41342,19.1308,0.9073503,0.03473178,0.02673234,0.02844917,0.08618196,2.65192,0.74436,,,,,,,
1237671939804627701,6162,301,3,134,757,3,258.2444292,64.11578891,20.98776,20.04126,19.27198,18.86724,18.66007,0.1262078,0.02189042,0.01635433,0.01644421,0.04995624,0.9465,0.76928,,,,,,,
1237671939804562658,6162,301,3,133,1250,3,258.226285,64.11376689,24.92319,22.13225,21.47609,21.15058,21.45774,1.368307,0.1103313,0.08800559,0.09474961,0.4655082,2.79094,0.65616,,,,,,,
1237671939804562638,6162,301,3,133,1230,3,258.2138381,64.11741488,23.16256,22.0428,21.4922,21.28723,21.78389,0.5946537,0.08731383,0.0761913,0.09020204,0.4970386,1.11976,0.5506,,,,,,,
1237671768542610039,6122,301,4,131,631,3,258.2092167,64.16654047,21.89938,20.58812,19.70626,19.37357,19.2776,0.3258984,0.03753281,0.0262206,0.02863951,0.1197127,1.31126,0.88186,,,,,,,
1237671768542609947,6122,301,4,131,539,3,258.2266957,64.16327006,23.45455,25.03528,22.33109,21.20986,20.61894,0.871353,0.7428017,0.1699956,0.09504396,0.2738862,-1.58073,2.70419,,,,,,,
1237671768542544071,6122,301,4,130,199,3,258.1757995,64.15716454,24.24829,24.36759,22.77048,23.07742,22.11489,1.032358,0.4826257,0.1898173,0.3506549,0.6574001,-0.1193,1.59711,,,,,,,
1237671768542545177,6122,301,4,130,1305,3,258.1823223,64.15538144,26.62466,20.50665,19.67599,19.2602,19.24808,0.6325185,0.03728219,0.02704091,0.02782745,0.124725,6.11801,0.83066,,,,,,,
1237671768542545179,6122,301,4,130,1307,3,258.1789615,64.16656929,26.25173,22.00732,21.23082,20.74471,20.2615,0.5752788,0.09068746,0.06739725,0.06578046,0.2019075,4.24441,0.7765,,,,,,,
1237671768542545180,6122,301,4,130,1308,3,258.1744417,64.16721571,22.14598,21.37825,20.90403,20.81898,20.62198,0.3555183,0.06389625,0.06290693,0.09532329,0.3464017,0.76773,0.47422,,,,,,,
1237671768542544069,6122,301,4,130,197,3,258.1730314,64.15918804,23.04757,22.40188,22.34839,21.48302,21.90285,0.594637,0.123659,0.1654214,0.132497,0.7137642,0.64569,0.05349,,,,,,,
1237671768542544070,6122,301,4,130,198,3,258.1695749,64.15924821,23.76423,23.01956,22.3379,22.01025,21.90296,0.8181416,0.1736546,0.1278507,0.1429135,0.5643014,0.74467,0.68166,,,,,,,
1237671768542609422,6122,301,4,131,14,3,258.2468291,64.13998602,22.83986,16.45017,16.40593,15.64652,24.46426,4.175753,0.009088565,0.01070882,0.007623778,3.838776,6.38969,0.04424,,,,,,,
1237671768542610706,6122,301,4,131,1298,3,258.2179932,64.14462245,24.7841,24.39767,22.32081,21.38391,20.94466,1.192923,0.5277309,0.1487164,0.09746788,0.3144439,0.38643,2.07686,,,,,,,
1237671768542610035,6122,301,4,131,627,3,258.213587,64.14903227,25.46275,22.86635,22.11339,21.68158,22.616,0.922323,0.1687701,0.1220117,0.1332733,0.8837336,2.5964,0.75296,,,,,,,
1237671768542610956,6122,301,4,131,1548,3,258.2094276,64.14873239,23.75754,23.06078,22.38486,21.37298,20.83099,1.439675,0.3067024,0.2493227,0.1547168,0.4554457,0.69676,0.67592,,,,,,,
1237671768542609433,6122,301,4,131,25,3,258.2419355,64.14804311,26.86965,22.44043,26.41981,23.47746,22.31218,0.4831291,0.186475,0.5167865,0.9499953,1.372718,4.42922,-3.97938,,,,,,,
1237671768542545207,6122,301,4,130,1335,3,258.1976447,64.15131421,25.75997,22.10699,21.13205,21.09024,20.52036,1.372109,0.1529593,0.1082997,0.1536851,0.4243194,3.65298,0.97494,,,,,,,
1237671768542545467,6122,301,4,130,1595,3,258.1940645,64.15913446,24.87304,23.85606,22.4204,21.56905,21.4889,1.124461,0.3594682,0.1476847,0.1054367,0.4605998,1.01698,1.43566,,,,,,,
1237671768542545217,6122,301,4,130,1345,3,258.2022677,64.15479928,22.58196,20.54221,19.80824,19.41336,19.07947,0.4654275,0.0296089,0.02334032,0.02443977,0.07997654,2.03975,0.73397,,,,,,,
1237671768542545472,6122,301,4,130,1600,3,258.1977984,64.16797107,23.38843,23.36648,22.0836,21.84789,22.87551,1.031295,0.3640684,0.2448869,0.2168809,1.328639,0.02195,1.28288,,,,,,,
1237671768542545466,6122,301,4,130,1594,3,258.1894011,64.16671672,25.06553,24.47387,22.91203,22.53256,21.83314,1.01371,0.5013784,0.2116092,0.2278889,0.5498323,0.59166,1.56184,,,,,,,
1237671768542544274,6122,301,4,130,402,3,258.0569989,64.14100235,19.24696,17.34149,16.46408,16.05598,15.71056,0.06259227,0.005955729,0.004594705,0.004568471,0.01137515,1.90547,0.87741,,,,,,,
1237671768542544986,6122,301,4,130,1114,3,258.0825831,64.14077906,23.79881,21.63656,20.96456,20.52383,20.16817,1.537083,0.09377196,0.07938743,0.0882402,0.2783493,2.16225,0.672,,,,,,,
1237671768542544302,6122,301,4,130,430,3,258.0705862,64.13997047,21.22803,19.40617,18.5685,18.22316,17.92793,0.1422076,0.01335202,0.009856386,0.0101292,0.0293219,1.82186,0.83767,,,,,,,
1237671768542545390,6122,301,4,130,1518,3,258.0681254,64.1506725,25.34944,24.1219,22.7681,21.50047,20.64839,0.8795544,0.4259471,0.1961985,0.0968276,0.2239244,1.22754,1.3538,,,,,,,
1237671768542545391,6122,301,4,130,1519,3,258.0724269,64.14354872,23.30509,23.58855,22.877,22.9026,23.13313,0.620189,0.2893603,0.2136743,0.3209069,0.7875345,-0.28346,0.71155,,,,,,,
1237671768542545616,6122,301,4,130,1744,3,258.0573435,64.14985051,24.5243,23.52505,22.5398,22.5453,22.24597,1.225911,0.3067384,0.2034295,0.3031481,0.8440343,0.99925,0.98525,,,,,,,
1237671768542544275,6122,301,4,130,403,3,258.0633616,64.14222568,22.07404,21.57692,20.68064,20.2733,19.67802,0.3115459,0.07295569,0.04823108,0.05039706,0.1378721,0.49712,0.89628,,,,,,,
1237671768542545389,6122,301,4,130,1517,3,258.0676312,64.14668408,23.16023,23.7582,22.70309,21.93957,21.14854,0.5474833,0.3290703,0.1848079,0.1428432,0.3405586,-0.59797,1.05511,,,,,,,
1237671768542545580,6122,301,4,130,1708,3,258.1428192,64.12353041,24.23047,23.9072,23.03655,21.97328,23.8284,1.178566,0.4107237,0.2764898,0.1680517,0.6555804,0.32327,0.87065,,,,,,,
1237671768542545063,6122,301,4,130,1191,3,258.1303371,64.12503674,25.67682,22.67987,22.73674,22.38784,21.46201,0.9679436,0.1756984,0.2544483,0.2892537,0.5967638,2.99695,-0.05687,,,,,,,
1237671768542544344,6122,301,4,130,472,3,258.136014,64.12750759,19.94204,18.80012,18.41983,18.16204,17.99081,0.06661948,0.01031613,0.01082503,0.01251604,0.04365632,1.14192,0.38029,,,,,,,
1237671768542545436,6122,301,4,130,1564,3,258.1384163,64.13003572,23.36766,23.47145,22.69531,23.22656,22.75374,0.6257751,0.2579187,0.1790562,0.39434,0.8095472,-0.10379,0.77614,,,,,,,
1237671768542545631,6122,301,4,130,1759,3,258.1153678,64.158278,22.76828,23.95842,22.69654,21.89473,21.30706,0.5019407,0.4801023,0.2683413,0.1859794,0.5191356,-1.19014,1.26188,,,,,,,
1237671768542544479,6122,301,4,130,607,3,258.1268786,64.15856763,19.31874,17.92492,17.22713,16.83624,16.59941,0.07251608,0.009471771,0.009775147,0.007820112,0.02606878,1.39382,0.69779,,,,,,,
1237671768542544480,6122,301,4,130,608,3,258.1221691,64.15847685,21.94372,20.30524,19.7801,19.52667,19.36707,0.4278328,0.03690804,0.03445216,0.04114058,0.1605106,1.63848,0.52514,,,,,,,
1237671768542545582,6122,301,4,130,1710,3,258.1396501,64.14175275,23.29491,24.23634,22.53907,21.46162,20.58116,0.8800233,0.6692863,0.2490604,0.1473583,0.3200594,-0.94143,1.69727,,,,,,,
1237671768542545424,6122,301,4,130,1552,3,258.1151022,64.14597661,26.26571,24.67854,22.09111,22.84896,24.18062,0.6361465,0.7727086,0.1574371,0.4540514,0.6216484,1.58717,2.58743,,,,,,,
1237671768542545422,6122,301,4,130,1550,3,258.1145549,64.13969504,23.46331,24.86691,22.75228,22.50614,21.61822,0.726116,0.6295057,0.2027773,0.2438217,0.5207127,-1.4036,2.11463,,,,,,,
1237671768542545413,6122,301,4,130,1541,3,258.0970113,64.1513223,25.44367,24.06873,23.07592,22.17908,21.80247,0.9355106,0.4528542,0.288248,0.1948234,0.630187,1.37494,0.99281,,,,,,,
1237671768542545399,6122,301,4,130,1527,3,258.0869435,64.13953194,22.55266,23.57471,22.06013,22.03645,21.39109,0.3848195,0.32497,0.1243919,0.1831015,0.4817322,-1.02205,1.51458,,,,,,,
1237671768542544330,6122,301,4,130,458,3,258.09566,64.14127938,18.60036,17.58181,17.21232,16.87282,16.75275,0.02774484,0.005449689,0.005587596,0.005799299,0.01865969,1.01855,0.36949,,,,,,,
1237671768542544997,6122,301,4,130,1125,3,258.087364,64.14374793,26.38003,21.38787,20.95203,20.94142,21.23676,0.8990411,0.08863602,0.08936545,0.1366223,0.8205519,4.99216,0.43584,,,,,,,
1237671768542545620,6122,301,4,130,1748,3,258.1659009,64.15268801,26.51472,23.36391,22.52846,22.07739,21.2799,0.4307248,0.2703675,0.1917379,0.1956673,0.4508047,3.15081,0.83545,,,,,,,
1237671768542544360,6122,301,4,130,488,3,258.1489845,64.12706866,24.41344,20.96303,20.20646,19.7876,19.42409,2.039735,0.05493332,0.0421302,0.04412221,0.1636477,3.45041,0.75657,,,,,,,
1237671768542545164,6122,301,4,130,1292,3,258.173791,64.1276275,22.32582,21.50504,20.97753,20.82297,20.53556,0.4333897,0.07861613,0.07056341,0.09532189,0.3438827,0.82078,0.52751,,,,,,,
1237671768542544385,6122,301,4,130,513,3,258.1522182,64.13856935,22.53688,20.12706,19.44713,19.05596,18.93301,0.5413567,0.02466389,0.02066221,0.02177922,0.08446311,2.40982,0.67993,,,,,,,
1237671768542545440,6122,301,4,130,1568,3,258.1576877,64.13684071,23.43249,22.78158,21.04809,19.95502,19.53364,1.096464,0.2340514,0.07432549,0.04373424,0.1461598,0.65091,1.73349,,,,,,,
1237671768542545139,6122,301,4,130,1267,3,258.1634268,64.1348486,22.34622,21.18314,19.91216,19.45153,18.95805,0.3585062,0.04789456,0.02400837,0.02330974,0.06698882,1.16308,1.27098,,,,,,,
1237671768542545134,6122,301,4,130,1262,3,258.163357,64.12756718,21.99444,20.85712,20.15417,20.01314,19.89753,0.2844276,0.03934419,0.03038778,0.03903143,0.1665303,1.13732,0.70295,,,,,,,
1237671768542609426,6122,301,4,131,18,3,258.2332995,64.13430661,22.16465,21.97845,20.60073,20.2226,19.89213,0.3577128,0.1046574,0.04888996,0.05784295,0.1782225,0.1862,1.37772,,,,,,,
1237671768542545595,6122,301,4,130,1723,3,258.201029,64.14128517,25.63479,25.20616,23.60801,22.05821,21.30849,0.7789371,0.6183314,0.3855407,0.1592217,0.3992252,0.42863,1.59815,,,,,,,
1237671768542610047,6122,301,4,131,639,3,258.2214059,64.14314462,23.53476,22.92155,22.18672,23.2634,22.39842,0.7013941,0.1605634,0.1135174,0.3916513,0.7332847,0.61321,0.73483,,,,,,,
1237671768542545465,6122,301,4,130,1593,3,258.2019714,64.13284746,23.60646,23.45042,22.5621,22.74323,21.33143,0.8311093,0.2744446,0.174183,0.3017914,0.4307035,0.15604,0.88832,,,,,,,
1237671768542610034,6122,301,4,131,626,3,258.2202738,64.1334576,24.20661,21.15835,20.21191,19.83256,19.32813,1.34024,0.04587602,0.03015634,0.03217429,0.09335276,3.04826,0.94644,,,,,,,
1237671768542545205,6122,301,4,130,1333,3,258.2003923,64.13469295,23.16483,22.57766,21.72374,20.98026,20.87706,0.9902884,0.2143288,0.1624002,0.133042,0.5190094,0.58717,0.85392,,,,,,,
1237671768542545215,6122,301,4,130,1343,3,258.2069858,64.13760999,23.0488,22.66414,21.58246,21.50628,23.44092,0.8628228,0.2233437,0.1264096,0.1784216,1.283277,0.38466,1.08168,,,,,,,
1237671768542545216,6122,301,4,130,1344,3,258.2092678,64.13689283,22.89095,23.60531,22.90243,22.47851,22.67328,0.4462207,0.2831766,0.2124363,0.2148819,0.7846215,-0.71436,0.70288,,,,,,,
1237671768542545172,6122,301,4,130,1300,3,258.1814398,64.13456222,21.93315,21.18727,20.14052,19.69141,19.34555,0.2986445,0.05613702,0.03452609,0.03494973,0.1196989,0.74588,1.04675,,,,,,,
1237671768542544904,6122,301,4,130,1032,3,258.0301303,64.1492889,23.62901,22.41739,21.80315,21.34159,21.71768,0.7633586,0.1084945,0.08651028,0.08587833,0.5288737,1.21162,0.61424,,,,,,,
1237671768542544459,6122,301,4,130,587,3,258.0407372,64.15127545,22.46,20.04808,19.26641,18.89353,18.68871,0.3897622,0.01989808,0.01501969,0.01556687,0.05377483,2.41192,0.78167,,,,,,,
1237671768542544928,6122,301,4,130,1056,3,258.0384316,64.16051761,23.32847,22.3935,21.87037,21.57443,23.33833,0.798546,0.1337166,0.1314976,0.1472651,0.9985928,0.93497,0.52313,,,,,,,
1237671768542544927,6122,301,4,130,1055,3,258.0373476,64.16207644,25.46345,22.13688,21.54542,21.21642,22.1962,0.9813595,0.09948127,0.0831693,0.09315243,0.846723,3.32657,0.59146,,,,,,,
1237671768542545373,6122,301,4,130,1501,3,258.0391496,64.1565664,22.84804,22.51521,20.9117,20.5446,20.05066,0.7925202,0.2123257,0.07700647,0.08596863,0.2588478,0.33283,1.60351,,,,,,,
1237671768542545104,6122,301,4,130,1232,3,258.1286141,64.16350845,21.88434,20.13753,19.66097,19.10857,19.00874,0.2921394,0.02473912,0.05558489,0.02136861,0.08473729,1.74681,0.47656,,,,,,,
1237671768542544327,6122,301,4,130,455,3,258.0828453,64.1582579,24.93604,22.96546,22.51367,21.82715,21.70805,1.116936,0.1811074,0.1663554,0.138884,0.5530471,1.97058,0.45179,,,,,,,
1237671768542544025,6122,301,4,130,153,3,258.0881856,64.16539131,23.18976,21.26555,20.66541,20.35274,20.08153,0.8243114,0.05738447,0.05037049,0.05803069,0.2109597,1.92421,0.60014,,,,,,,
1237671768542545182,6122,301,4,130,1310,3,258.1736084,64.17266036,25.93581,24.07146,22.67715,21.36278,20.63353,0.5883797,0.3959564,0.174821,0.0837631,0.2142146,1.86435,1.39431,,,,,,,
1237671768542545090,6122,301,4,130,1218,3,258.1177189,64.16685064,22.49238,22.24271,21.46215,21.51968,21.41576,0.3534344,0.09989977,0.06870735,0.1056552,0.4583344,0.24967,0.78056,,,,,,,
1237671768542545105,6122,301,4,130,1233,3,258.1258245,64.17302634,22.90115,22.11309,21.82121,22.95628,22.88912,0.9031377,0.1619323,0.1895158,0.7703146,1.819121,0.78806,0.29188,,,,,,,
1237671768542545098,6122,301,4,130,1226,3,258.1186301,64.17279785,24.48566,23.81184,23.42441,22.55634,21.43921,1.065266,0.3259662,0.3172048,0.2272003,0.4040812,0.67382,0.38743,,,,,,,
1237671768542545056,6122,301,4,130,1184,3,258.1097958,64.16941396,24.48084,21.36966,20.61427,20.19902,19.97949,1.983236,0.07492574,0.05758761,0.05947712,0.2270441,3.11118,0.75539,,,,,,,
1237671768542545095,6122,301,4,130,1223,3,258.1181129,64.1704989,21.51026,20.63641,20.04796,19.82636,19.52038,0.2365418,0.03983966,0.03494016,0.04271424,0.1491264,0.87385,0.58845,,,,,,,
1237671768542545096,6122,301,4,130,1224,3,258.1217898,64.17054549,22.69406,22.76693,22.21898,21.81102,23.02458,0.3955393,0.1507767,0.1301869,0.1372456,0.8401441,-0.07287,0.54795,,,,,,,
